Time,Temperature,Humidity,Wind Speed,Pressure,Precip.,Condition,Date
14,41,96,18,29.9,0,Light Rain,2017-01-22
15,40,93,20,29.9,0,Light Rain,2017-01-22
16,40,93,20,29.9,0,Cloudy,2017-01-22
17,41,86,17,29.9,0,Cloudy,2017-01-22
18,41,86,18,29.9,0,Cloudy,2017-01-22
19,39,89,22,30,0,Light Rain - Windy,2017-01-22
20,40,83,21,29.9,0,Light Rain - Windy,2017-01-22
21,40,83,20,29.9,0,Cloudy,2017-01-22
22,39,86,22,30,0,Cloudy - Windy,2017-01-22
23,39,79,21,30,0,Cloudy - Windy,2017-01-22
0,38,76,23,30,0,Cloudy - Windy,2017-01-23
1,38,83,26,30,0,Light Rain - Windy,2017-01-23
2,36,86,18,30,0,Light Rain,2017-01-23
3,36,93,21,30,0,Cloudy - Windy,2017-01-23
4,38,79,24,30,0,Cloudy - Windy,2017-01-23
5,35,89,25,30,0,Wintry Mix - Windy,2017-01-23
6,36,93,21,30.1,0,Light Snow - Windy,2017-01-23
7,36,93,21,30,0,Light Snow - Windy,2017-01-23
8,36,93,25,30,0,Wintry Mix - Windy,2017-01-23
9,37,89,23,30,0,Cloudy - Windy,2017-01-23
10,37,86,25,30,0,Light Rain - Windy,2017-01-23
11,37,82,28,29.9,0,Cloudy - Windy,2017-01-23
12,36,89,26,29.9,0,Wintry Mix - Windy,2017-01-23
13,37,89,29,29.9,0,Light Rain - Windy,2017-01-23
14,38,83,30,29.9,0,Cloudy - Windy,2017-01-23
15,37,89,29,29.9,0,Light Rain - Windy,2017-01-23
16,37,93,33,29.9,0,Light Rain - Windy,2017-01-23
17,37,93,29,29.9,0,Wintry Mix - Windy,2017-01-23
18,37,96,28,29.8,0.1,Rain - Windy,2017-01-23
19,37,93,31,29.8,0,Rain - Windy,2017-01-23
20,37,96,28,29.7,0.1,Rain - Windy,2017-01-23
20,37,96,24,29.7,0.1,Heavy Rain - Windy,2017-01-23
21,38,93,32,29.7,0.2,Heavy Rain - Windy,2017-01-23
22,38,93,32,29.7,0.1,Rain - Windy,2017-01-23
23,38,97,35,29.6,0.1,Rain - Windy,2017-01-23
0,38,97,35,29.6,0.1,Heavy Rain - Windy,2017-01-24
1,39,93,35,29.6,0.1,Light Rain - Windy,2017-01-24
2,39,93,29,29.5,0.1,Rain - Windy,2017-01-24
3,40,93,28,29.5,0,Light Rain - Windy,2017-01-24
4,39,100,30,29.5,0,Light Rain - Windy,2017-01-24
5,41,93,26,29.5,0,Light Rain - Windy,2017-01-24
6,41,96,29,29.4,0,Light Rain - Windy,2017-01-24
7,41,100,29,29.4,0,Light Rain - Windy,2017-01-24
8,42,100,32,29.3,0.1,Rain - Windy,2017-01-24
9,42,100,28,29.3,0,Light Rain - Windy,2017-01-24
10,39,96,25,29.3,0.1,Heavy Rain - Windy,2017-01-24
11,39,100,25,29.3,0.2,Light Rain - Windy,2017-01-24
12,38,100,21,29.3,0,Light Drizzle - Windy,2017-01-24
13,38,100,26,29.3,0,Light Snow - Windy,2017-01-24
14,37,96,17,29.3,0,Light Drizzle,2017-01-24
15,36,100,17,29.3,0,Light Drizzle,2017-01-24
16,35,96,14,29.3,0,Light Drizzle,2017-01-24
17,35,96,15,29.3,0,Cloudy,2017-01-24
18,36,93,18,29.3,0,Cloudy,2017-01-24
19,36,93,15,29.3,0,Light Rain,2017-01-24
20,36,97,16,29.3,0,Cloudy,2017-01-24
21,37,96,14,29.3,0,Cloudy,2017-01-24
22,38,93,14,29.3,0,Cloudy,2017-01-24
23,38,93,14,29.3,0,Cloudy,2017-01-24
0,38,89,16,29.3,0,Cloudy,2017-01-25
1,38,89,13,29.3,0,Cloudy,2017-01-25
2,38,86,13,29.4,0,Cloudy,2017-01-25
3,37,86,17,29.4,0,Light Rain,2017-01-25
4,37,73,18,29.4,0,Mostly Cloudy,2017-01-25
5,36,73,20,29.4,0,Partly Cloudy,2017-01-25
6,38,70,22,29.5,0,Partly Cloudy - Windy,2017-01-25
7,39,65,22,29.5,0,Cloudy - Windy,2017-01-25
8,40,63,23,29.4,0,Fair - Windy,2017-01-25
9,41,60,20,29.5,0,Fair,2017-01-25
10,42,55,23,29.5,0,Fair - Windy,2017-01-25
11,43,53,20,29.5,0,Fair,2017-01-25
12,44,53,15,29.5,0,Partly Cloudy,2017-01-25
13,42,60,16,29.5,0,Partly Cloudy,2017-01-25
14,40,65,14,29.6,0,Partly Cloudy,2017-01-25
15,39,67,13,29.6,0,Fair,2017-01-25
16,39,70,9,29.6,0,Fair,2017-01-25
17,38,73,12,29.6,0,Fair,2017-01-25
18,38,76,10,29.6,0,Partly Cloudy,2017-01-25
19,38,76,7,29.6,0,Cloudy,2017-01-25
20,38,79,7,29.5,0,Cloudy,2017-01-25
21,39,76,10,29.5,0,Cloudy,2017-01-25
22,38,86,9,29.5,0,Cloudy,2017-01-25
23,38,89,10,29.5,0,Cloudy,2017-01-25
0,39,89,9,29.5,0,Cloudy,2017-01-26
1,39,86,8,29.4,0,Cloudy,2017-01-26
2,39,86,10,29.4,0,Mostly Cloudy,2017-01-26
3,40,86,6,29.4,0,Cloudy,2017-01-26
4,40,89,0,29.4,0,Cloudy,2017-01-26
5,41,86,9,29.4,0,Cloudy,2017-01-26
6,44,79,9,29.4,0,Mostly Cloudy,2017-01-26
7,51,63,21,29.3,0,Cloudy - Windy,2017-01-26
8,51,61,15,29.3,0,Cloudy,2017-01-26
9,47,77,16,29.2,0,Cloudy,2017-01-26
10,50,74,21,29.2,0,Mostly Cloudy - Windy,2017-01-26
11,50,68,18,29.2,0,Mostly Cloudy,2017-01-26
12,47,77,20,29.2,0,Heavy Rain,2017-01-26
13,47,77,12,29.2,0,Mostly Cloudy,2017-01-26
14,47,61,16,29.2,0,Partly Cloudy,2017-01-26
15,45,52,16,29.2,0,Partly Cloudy,2017-01-26
16,42,65,15,29.2,0,Fair,2017-01-26
17,41,67,15,29.3,0,Fair,2017-01-26
18,41,65,16,29.3,0,Fair,2017-01-26
19,41,65,21,29.3,0,Fair - Windy,2017-01-26
20,41,62,22,29.3,0,Fair - Windy,2017-01-26
21,40,63,16,29.4,0,Fair,2017-01-26
22,39,65,13,29.4,0,Fair,2017-01-26
23,39,65,15,29.4,0,Fair,2017-01-26
0,40,63,20,29.4,0,Cloudy,2017-01-27
1,40,63,15,29.4,0,Partly Cloudy,2017-01-27
2,40,60,16,29.4,0,Partly Cloudy,2017-01-27
3,39,65,10,29.4,0,Mostly Cloudy,2017-01-27
4,40,63,16,29.4,0,Mostly Cloudy,2017-01-27
5,40,60,14,29.5,0,Mostly Cloudy,2017-01-27
6,42,47,26,29.5,0,Mostly Cloudy - Windy,2017-01-27
7,43,45,22,29.4,0,Mostly Cloudy - Windy,2017-01-27
8,43,45,28,29.4,0,Mostly Cloudy - Windy,2017-01-27
9,43,45,21,29.4,0,Mostly Cloudy - Windy,2017-01-27
10,43,42,23,29.4,0,Mostly Cloudy - Windy,2017-01-27
11,41,43,21,29.4,0,Mostly Cloudy - Windy,2017-01-27
12,41,40,17,29.4,0,Mostly Cloudy,2017-01-27
13,40,40,17,29.4,0,Mostly Cloudy,2017-01-27
14,40,41,17,29.4,0,Mostly Cloudy,2017-01-27
15,39,43,15,29.4,0,Mostly Cloudy,2017-01-27
16,38,47,16,29.4,0,Partly Cloudy,2017-01-27
17,38,47,15,29.4,0,Fair,2017-01-27
18,37,48,16,29.4,0,Partly Cloudy,2017-01-27
19,36,52,16,29.4,0,Partly Cloudy,2017-01-27
20,37,48,17,29.4,0,Fair,2017-01-27
21,36,52,17,29.4,0,Fair,2017-01-27
22,36,52,15,29.4,0,Fair,2017-01-27
23,36,52,17,29.4,0,Fair,2017-01-27
0,35,54,15,29.4,0,Partly Cloudy,2017-01-28
1,34,59,10,29.4,0,Partly Cloudy,2017-01-28
2,34,59,9,29.5,0,Fair,2017-01-28
3,35,57,10,29.5,0,Mostly Cloudy,2017-01-28
4,36,55,16,29.5,0,Partly Cloudy,2017-01-28
5,38,51,14,29.5,0,Partly Cloudy,2017-01-28
6,38,51,21,29.5,0,Partly Cloudy - Windy,2017-01-28
7,40,47,17,29.5,0,Partly Cloudy,2017-01-28
8,39,49,16,29.5,0,Mostly Cloudy,2017-01-28
9,39,49,20,29.5,0,Mostly Cloudy,2017-01-28
10,39,46,18,29.5,0,Cloudy,2017-01-28
11,39,45,21,29.5,0,Cloudy - Windy,2017-01-28
12,38,47,16,29.6,0,Cloudy,2017-01-28
13,38,44,15,29.6,0,Cloudy,2017-01-28
14,38,47,15,29.6,0,Cloudy,2017-01-28
15,38,44,14,29.6,0,Mostly Cloudy,2017-01-28
16,37,48,12,29.6,0,Fair,2017-01-28
17,36,48,14,29.6,0,Partly Cloudy,2017-01-28
18,35,52,13,29.6,0,Mostly Cloudy,2017-01-28
19,34,54,14,29.6,0,Fair,2017-01-28
20,33,56,14,29.7,0,Partly Cloudy,2017-01-28
21,31,64,13,29.6,0,Fair,2017-01-28
22,31,64,10,29.6,0,Mostly Cloudy,2017-01-28
23,30,66,10,29.6,0,Fair,2017-01-28
0,32,64,13,29.6,0,Cloudy,2017-01-29
1,32,64,12,29.6,0,Cloudy,2017-01-29
2,32,64,10,29.6,0,Mostly Cloudy,2017-01-29
3,33,64,12,29.6,0,Cloudy,2017-01-29
4,34,61,12,29.7,0,Mostly Cloudy,2017-01-29
5,36,59,13,29.6,0,Partly Cloudy,2017-01-29
6,38,55,15,29.7,0,Mostly Cloudy,2017-01-29
7,39,53,14,29.6,0,Mostly Cloudy,2017-01-29
8,41,43,14,29.6,0,Mostly Cloudy,2017-01-29
9,42,40,17,29.6,0,Mostly Cloudy,2017-01-29
10,41,40,16,29.6,0,Cloudy,2017-01-29
11,41,40,10,29.6,0,Cloudy,2017-01-29
12,40,41,14,29.6,0,Mostly Cloudy,2017-01-29
13,39,43,10,29.6,0,Partly Cloudy,2017-01-29
14,38,44,8,29.7,0,Mostly Cloudy,2017-01-29
15,37,44,8,29.7,0,Partly Cloudy,2017-01-29
16,36,46,7,29.7,0,Fair,2017-01-29
17,36,43,10,29.7,0,Partly Cloudy,2017-01-29
18,35,46,9,29.7,0,Partly Cloudy,2017-01-29
19,34,48,7,29.7,0,Mostly Cloudy,2017-01-29
20,33,48,7,29.7,0,Mostly Cloudy,2017-01-29
21,33,46,9,29.7,0,Mostly Cloudy,2017-01-29
22,33,43,8,29.7,0,Mostly Cloudy,2017-01-29
23,32,44,8,29.7,0,Mostly Cloudy,2017-01-29
0,31,46,9,29.7,0,Partly Cloudy,2017-01-30
1,30,47,10,29.7,0,Partly Cloudy,2017-01-30
2,29,49,9,29.7,0,Partly Cloudy,2017-01-30
3,29,51,7,29.7,0,Partly Cloudy,2017-01-30
4,30,49,6,29.7,0,Mostly Cloudy,2017-01-30
5,30,49,10,29.8,0,Cloudy,2017-01-30
6,32,45,8,29.8,0,Cloudy,2017-01-30
7,33,43,3,29.7,0,Mostly Cloudy,2017-01-30
8,34,44,5,29.7,0,Mostly Cloudy,2017-01-30
9,34,42,8,29.7,0,Mostly Cloudy,2017-01-30
10,34,40,10,29.7,0,Cloudy,2017-01-30
11,36,37,12,29.7,0,Mostly Cloudy,2017-01-30
12,34,40,14,29.7,0,Mostly Cloudy,2017-01-30
13,33,37,7,29.7,0,Partly Cloudy,2017-01-30
14,32,42,8,29.7,0,Partly Cloudy,2017-01-30
15,31,43,15,29.8,0,Fair,2017-01-30
16,30,43,15,29.8,0,Fair,2017-01-30
17,28,45,14,29.8,0,Fair,2017-01-30
18,27,49,14,29.8,0,Fair,2017-01-30
19,26,49,14,29.9,0,Fair,2017-01-30
20,24,51,15,29.9,0,Fair,2017-01-30
21,23,50,15,29.9,0,Fair,2017-01-30
22,22,51,16,29.9,0,Fair,2017-01-30
23,22,51,15,29.9,0,Fair,2017-01-30
0,21,53,14,29.9,0,Fair,2017-01-31
1,20,55,12,29.9,0,Partly Cloudy,2017-01-31
2,20,55,14,30,0,Partly Cloudy,2017-01-31
3,20,55,12,30,0,Partly Cloudy,2017-01-31
4,22,55,8,30,0,Partly Cloudy,2017-01-31
5,24,51,8,30,0,Fair,2017-01-31
6,25,49,0,30,0,Partly Cloudy,2017-01-31
7,25,49,5,30,0,Mostly Cloudy,2017-01-31
8,26,51,6,29.9,0,Cloudy,2017-01-31
9,27,53,6,29.9,0,Cloudy,2017-01-31
10,28,53,7,29.9,0,Cloudy,2017-01-31
11,27,69,5,29.9,0,Cloudy,2017-01-31
12,26,78,6,29.9,0,Light Snow,2017-01-31
13,26,88,7,29.9,0,Light Snow,2017-01-31
14,26,92,6,29.9,0,Light Snow,2017-01-31
15,27,92,0,29.9,0,Cloudy,2017-01-31
16,27,92,5,29.9,0,Light Snow,2017-01-31
17,28,92,0,29.9,0,Light Snow,2017-01-31
18,28,92,3,29.9,0,Light Snow,2017-01-31
19,28,88,3,29.8,0,Light Snow,2017-01-31
20,28,92,7,29.8,0,Light Snow,2017-01-31
20,28,92,6,29.8,0,Light Snow,2017-01-31
21,28,96,6,29.8,0,Light Snow,2017-01-31
22,28,96,6,29.8,0,Light Snow,2017-01-31
23,28,96,6,29.8,0,Light Snow,2017-01-31
0,28,92,10,29.8,0,Light Snow,2017-02-01
1,28,92,5,29.8,0,Light Snow,2017-02-01
2,28,92,0,29.8,0,Light Snow,2017-02-01
3,29,96,8,29.8,0,Cloudy,2017-02-01
4,30,88,10,29.9,0,Cloudy,2017-02-01
5,31,85,10,29.9,0,Mostly Cloudy,2017-02-01
6,34,82,9,29.9,0,Cloudy,2017-02-01
7,35,78,8,29.8,0,Cloudy,2017-02-01
8,37,73,14,29.8,0,Cloudy,2017-02-01
9,40,60,17,29.8,0,Cloudy,2017-02-01
10,41,53,16,29.8,0,Partly Cloudy,2017-02-01
11,42,45,23,29.8,0,Partly Cloudy - Windy,2017-02-01
12,42,43,24,29.9,0,Fair - Windy,2017-02-01
13,40,49,13,29.9,0,Partly Cloudy,2017-02-01
14,39,50,12,29.9,0,Mostly Cloudy,2017-02-01
15,40,49,8,29.9,0,Partly Cloudy,2017-02-01
16,39,50,8,29.9,0,Mostly Cloudy,2017-02-01
17,38,55,8,29.9,0,Partly Cloudy,2017-02-01
18,37,50,16,29.9,0,Fair,2017-02-01
19,36,50,13,29.9,0,Partly Cloudy,2017-02-01
20,36,48,10,29.9,0,Fair,2017-02-01
21,35,52,13,30,0,Partly Cloudy,2017-02-01
22,34,52,12,30,0,Partly Cloudy,2017-02-01
23,32,56,8,30,0,Fair,2017-02-01
0,32,59,10,30,0,Fair,2017-02-02
1,32,61,8,30,0,Partly Cloudy,2017-02-02
2,30,66,9,30,0,Partly Cloudy,2017-02-02
3,32,61,10,30,0,Fair,2017-02-02
4,32,59,14,30,0,Fair,2017-02-02
5,36,48,10,30,0,Fair,2017-02-02
6,37,46,10,30,0,Mostly Cloudy,2017-02-02
7,39,41,14,30,0,Mostly Cloudy,2017-02-02
8,39,43,16,29.9,0,Mostly Cloudy,2017-02-02
9,39,50,18,29.9,0,Mostly Cloudy,2017-02-02
10,40,45,16,29.9,0,Mostly Cloudy,2017-02-02
11,37,44,17,29.9,0,Mostly Cloudy,2017-02-02
12,37,34,15,30,0,Mostly Cloudy,2017-02-02
13,36,37,12,30,0,Partly Cloudy,2017-02-02
14,35,34,20,30,0,Fair,2017-02-02
15,34,34,14,30,0,Fair,2017-02-02
16,33,38,12,30.1,0,Fair,2017-02-02
17,32,38,14,30.1,0,Fair,2017-02-02
18,31,42,17,30.1,0,Fair,2017-02-02
19,30,43,20,30.1,0,Fair,2017-02-02
20,29,47,13,30.1,0,Fair,2017-02-02
21,29,45,16,30.1,0,Fair,2017-02-02
22,28,47,9,30.1,0,Fair,2017-02-02
23,27,49,16,30.1,0,Fair,2017-02-02
0,26,51,12,30.1,0,Fair,2017-02-03
1,26,51,12,30.1,0,Fair,2017-02-03
2,26,51,12,30.1,0,Fair,2017-02-03
3,26,51,12,30.1,0,Fair,2017-02-03
4,26,51,8,30.2,0,Fair,2017-02-03
5,27,49,7,30.2,0,Partly Cloudy,2017-02-03
6,28,47,7,30.2,0,Mostly Cloudy,2017-02-03
7,30,43,9,30.1,0,Mostly Cloudy,2017-02-03
8,31,40,8,30.1,0,Mostly Cloudy,2017-02-03
9,32,38,9,30.1,0,Cloudy,2017-02-03
10,32,38,12,30,0,Cloudy,2017-02-03
11,32,37,14,30,0,Mostly Cloudy,2017-02-03
12,32,37,14,30,0,Mostly Cloudy,2017-02-03
13,32,38,12,30,0,Cloudy,2017-02-03
14,32,38,12,30,0,Cloudy,2017-02-03
15,30,40,14,30,0,Cloudy,2017-02-03
16,29,40,17,30.1,0,Cloudy,2017-02-03
17,29,40,13,30.1,0,Cloudy,2017-02-03
18,28,41,13,30.1,0,Cloudy,2017-02-03
19,27,41,15,30.1,0,Cloudy,2017-02-03
20,25,46,14,30.1,0,Mostly Cloudy,2017-02-03
21,24,48,18,30.1,0,Partly Cloudy,2017-02-03
22,24,48,17,30.1,0,Fair,2017-02-03
23,23,50,17,30.1,0,Mostly Cloudy,2017-02-03
0,22,53,16,30.1,0,Partly Cloudy,2017-02-04
1,21,57,14,30.1,0,Fair,2017-02-04
2,21,57,13,30.2,0,Fair,2017-02-04
3,21,57,16,30.2,0,Fair,2017-02-04
4,22,58,10,30.2,0,Fair,2017-02-04
5,24,51,14,30.2,0,Fair,2017-02-04
6,26,44,13,30.2,0,Fair,2017-02-04
7,27,41,16,30.2,0,Fair,2017-02-04
8,30,35,15,30.2,0,Fair,2017-02-04
10,32,31,18,30.2,0,Fair,2017-02-04
11,33,32,8,30.2,0,Fair,2017-02-04
12,33,32,14,30.2,0,Fair,2017-02-04
13,32,35,10,30.2,0,Fair,2017-02-04
14,31,38,15,30.2,0,Fair,2017-02-04
15,30,40,9,30.2,0,Fair,2017-02-04
16,29,43,8,30.2,0,Fair,2017-02-04
17,27,51,8,30.2,0,Fair,2017-02-04
18,28,47,7,30.2,0,Cloudy,2017-02-04
19,28,47,13,30.2,0,Cloudy,2017-02-04
20,28,47,10,30.2,0,Cloudy,2017-02-04
21,27,51,8,30.2,0,Cloudy,2017-02-04
22,27,47,8,30.2,0,Cloudy,2017-02-04
23,26,49,9,30.2,0,Cloudy,2017-02-04
0,27,49,9,30.2,0,Cloudy,2017-02-05
1,27,49,8,30.1,0,Cloudy,2017-02-05
2,27,51,10,30.1,0,Cloudy,2017-02-05
3,27,51,15,30.1,0,Cloudy,2017-02-05
4,29,47,16,30.1,0,Cloudy,2017-02-05
5,31,50,14,30,0,Cloudy,2017-02-05
6,33,48,15,30,0,Cloudy,2017-02-05
7,35,52,10,29.9,0,Cloudy,2017-02-05
8,39,46,21,29.9,0,Cloudy - Windy,2017-02-05
9,41,43,16,29.8,0,Cloudy,2017-02-05
10,42,38,23,29.8,0,Cloudy - Windy,2017-02-05
11,43,42,22,29.7,0,Mostly Cloudy - Windy,2017-02-05
12,42,47,18,29.7,0,Cloudy,2017-02-05
13,40,51,15,29.7,0,Mostly Cloudy,2017-02-05
15,39,49,13,29.7,0,Cloudy,2017-02-05
16,38,51,17,29.8,0,Cloudy,2017-02-05
17,37,52,8,29.8,0,Cloudy,2017-02-05
18,37,52,12,29.8,0,Cloudy,2017-02-05
19,36,52,12,29.8,0,Mostly Cloudy,2017-02-05
20,36,55,13,29.8,0,Cloudy,2017-02-05
21,37,52,10,29.8,0,Mostly Cloudy,2017-02-05
22,38,48,18,29.8,0,Mostly Cloudy,2017-02-05
23,36,46,18,29.8,0,Fair,2017-02-05
0,35,35,24,29.9,0,Fair - Windy,2017-02-06
1,34,37,18,29.9,0,Fair,2017-02-06
2,33,38,16,29.9,0,Fair,2017-02-06
3,32,42,16,30,0,Fair,2017-02-06
4,32,44,15,30,0,Partly Cloudy,2017-02-06
5,34,38,12,30,0,Partly Cloudy,2017-02-06
6,34,32,22,30.1,0,Fair - Windy,2017-02-06
7,35,28,17,30.1,0,Fair,2017-02-06
8,36,29,20,30,0,Fair,2017-02-06
9,37,28,17,30,0,Fair,2017-02-06
10,38,29,18,30,0,Partly Cloudy,2017-02-06
12,36,31,18,30,0,Partly Cloudy,2017-02-06
13,37,31,14,30.1,0,Mostly Cloudy,2017-02-06
14,36,34,12,30.1,0,Mostly Cloudy,2017-02-06
15,35,37,10,30.1,0,Cloudy,2017-02-06
16,34,40,9,30.1,0,Cloudy,2017-02-06
17,34,42,5,30.1,0,Cloudy,2017-02-06
18,34,42,5,30.1,0,Cloudy,2017-02-06
19,34,42,0,30.1,0,Cloudy,2017-02-06
20,34,44,3,30.1,0,Cloudy,2017-02-06
21,33,50,5,30.1,0,Cloudy,2017-02-06
22,34,48,7,30.1,0,Cloudy,2017-02-06
23,35,52,9,30.1,0,Cloudy,2017-02-06
0,35,57,10,30.1,0,Cloudy,2017-02-07
1,35,61,17,30.1,0,Cloudy,2017-02-07
2,34,70,16,30.1,0,Cloudy,2017-02-07
3,34,75,18,30.1,0,Cloudy,2017-02-07
4,35,78,13,30.1,0,Cloudy,2017-02-07
5,35,82,17,30.1,0,Light Snow,2017-02-07
6,34,92,17,30.1,0,Light Snow,2017-02-07
7,33,96,20,30.1,0.1,Snow,2017-02-07
8,33,100,18,30.1,0.1,Light Snow,2017-02-07
9,34,100,24,30,0,Cloudy - Windy,2017-02-07
10,35,100,24,30,0,Light Rain - Windy,2017-02-07
11,35,100,21,29.9,0,Light Rain - Windy,2017-02-07
12,36,100,23,29.9,0.1,Light Rain - Windy,2017-02-07
13,37,100,21,29.9,0.1,Light Rain - Windy,2017-02-07
14,38,100,20,29.9,0,Light Rain,2017-02-07
15,38,100,18,29.9,0,Light Rain,2017-02-07
16,39,100,22,29.9,0,Light Rain - Windy,2017-02-07
17,38,100,18,29.8,0,Light Rain,2017-02-07
18,38,100,16,29.8,0,Light Rain,2017-02-07
19,38,100,15,29.7,0,Light Rain,2017-02-07
20,37,100,9,29.7,0,Light Drizzle,2017-02-07
20,37,100,8,29.7,0,Light Drizzle,2017-02-07
21,32,100,10,29.6,0,Fog,2017-02-07
22,28,100,13,29.6,0,Cloudy,2017-02-07
23,27,100,8,29.6,0,Cloudy,2017-02-07
0,27,100,7,29.6,0,Cloudy,2017-02-08
1,26,96,12,29.6,0,Light Freezing Drizzle,2017-02-08
2,25,100,5,29.5,0,Wintry Mix,2017-02-08
3,27,100,5,29.5,0,Cloudy,2017-02-08
4,29,96,3,29.6,0,Cloudy,2017-02-08
5,30,96,7,29.6,0,Cloudy,2017-02-08
6,31,100,5,29.6,0,Cloudy,2017-02-08
7,36,100,10,29.6,0,Fog,2017-02-08
8,40,97,9,29.6,0,Cloudy,2017-02-08
9,48,80,12,29.6,0,Mostly Cloudy,2017-02-08
10,50,71,9,29.6,0,Cloudy,2017-02-08
11,51,54,16,29.6,0,Cloudy,2017-02-08
12,50,48,13,29.6,0,Cloudy,2017-02-08
13,48,50,8,29.6,0,Cloudy,2017-02-08
14,47,50,9,29.7,0,Cloudy,2017-02-08
15,45,52,12,29.7,0,Cloudy,2017-02-08
16,44,53,10,29.7,0,Cloudy,2017-02-08
17,42,58,14,29.7,0,Cloudy,2017-02-08
18,41,57,13,29.7,0,Cloudy,2017-02-08
19,39,62,9,29.7,0,Fair,2017-02-08
21,37,67,3,29.7,0,Mostly Cloudy,2017-02-08
22,35,70,5,29.7,0,Mostly Cloudy,2017-02-08
23,36,70,5,29.7,0,Cloudy,2017-02-08
0,36,70,6,29.6,0,Cloudy,2017-02-09
1,38,79,22,29.6,0,Cloudy - Windy,2017-02-09
2,37,76,21,29.7,0,Cloudy - Windy,2017-02-09
3,36,76,21,29.6,0,Cloudy - Windy,2017-02-09
4,34,82,25,29.6,0,Light Snow - Windy,2017-02-09
5,32,96,22,29.6,0,Snow - Windy,2017-02-09
6,31,89,32,29.6,0,Snow - Windy,2017-02-09
7,29,92,31,29.6,0,Light Snow - Windy,2017-02-09
8,28,88,29,29.5,0,Light Snow - Windy,2017-02-09
9,25,96,28,29.5,0,Snow - Windy,2017-02-09
10,21,96,29,29.4,0,Heavy Snow - Windy,2017-02-09
11,20,92,24,29.4,0.1,Heavy Snow - Windy,2017-02-09
12,19,92,18,29.5,0.1,Heavy Snow,2017-02-09
13,18,92,16,29.5,0.1,Heavy Snow,2017-02-09
14,19,88,18,29.5,0,Heavy Snow,2017-02-09
15,17,84,25,29.6,0,Light Snow - Windy,2017-02-09
16,15,80,26,29.6,0,Light Snow - Windy,2017-02-09
17,15,59,24,29.7,0,Light Snow - Windy,2017-02-09
18,13,59,30,29.7,0,Blowing Snow - Windy,2017-02-09
19,12,61,28,29.8,0,Blowing Snow - Windy,2017-02-09
20,12,59,22,29.8,0,Blowing Snow - Windy,2017-02-09
21,12,59,20,29.9,0,Blowing Snow,2017-02-09
23,12,53,15,29.9,0,Partly Cloudy,2017-02-09
0,13,51,14,29.9,0,Partly Cloudy,2017-02-10
1,13,54,15,30,0,Fair,2017-02-10
2,13,54,10,30,0,Fair,2017-02-10
3,12,59,12,30,0,Fair,2017-02-10
4,13,62,15,30.1,0,Fair,2017-02-10
5,15,59,13,30.1,0,Fair,2017-02-10
6,18,50,16,30.1,0,Fair,2017-02-10
7,20,40,23,30.1,0,Fair - Windy,2017-02-10
8,22,38,16,30.1,0,Fair,2017-02-10
9,24,31,18,30.1,0,Fair,2017-02-10
10,24,29,16,30.1,0,Fair,2017-02-10
11,24,27,13,30.1,0,Partly Cloudy,2017-02-10
12,24,24,15,30.1,0,Fair,2017-02-10
13,23,25,13,30.1,0,Fair,2017-02-10
14,20,30,7,30.2,0,Fair,2017-02-10
15,18,41,8,30.2,0,Partly Cloudy,2017-02-10
16,18,44,7,30.2,0,Cloudy,2017-02-10
17,18,45,7,30.2,0,Cloudy,2017-02-10
18,18,50,8,30.2,0,Cloudy,2017-02-10
19,19,52,7,30.2,0,Cloudy,2017-02-10
20,18,60,7,30.2,0,Light Snow,2017-02-10
20,17,68,6,30.2,0,Light Snow,2017-02-10
21,15,88,7,30.2,0,Light Snow,2017-02-10
22,16,93,3,30.2,0,Light Snow,2017-02-10
23,17,92,0,30.1,0,Light Snow,2017-02-10
23,20,89,12,30.1,0,Light Snow,2017-02-11
0,21,88,9,30.1,0,Light Snow,2017-02-11
1,22,92,8,30.1,0,Snow,2017-02-11
2,22,92,9,30.1,0.1,Light Snow,2017-02-11
3,25,93,9,30,0,Light Snow,2017-02-11
4,26,92,3,30,0,Cloudy,2017-02-11
5,28,92,0,30,0,Cloudy,2017-02-11
6,30,96,0,30,0,Light Snow,2017-02-11
7,22,92,12,30,0,Cloudy,2017-02-11
8,20,89,9,29.9,0,Cloudy,2017-02-11
9,20,92,12,29.9,0,Cloudy,2017-02-11
10,21,88,13,29.9,0,Cloudy,2017-02-11
11,21,88,12,29.9,0,Cloudy,2017-02-11
12,21,88,12,30,0,Cloudy,2017-02-11
13,22,85,10,30,0,Cloudy,2017-02-11
14,22,85,8,30,0,Cloudy,2017-02-11
15,21,88,10,30.1,0,Cloudy,2017-02-11
16,21,88,10,30.1,0,Cloudy,2017-02-11
17,20,89,10,30.1,0,Cloudy,2017-02-11
18,20,89,12,30.1,0,Cloudy,2017-02-11
19,20,89,12,30.1,0,Cloudy,2017-02-11
20,20,81,10,30.2,0,Cloudy,2017-02-11
20,20,81,9,30.2,0,Light Snow,2017-02-11
21,20,81,8,30.2,0,Light Snow,2017-02-11
22,20,81,12,30.2,0,Cloudy,2017-02-11
23,20,85,12,30.2,0,Cloudy,2017-02-11
0,20,89,12,30.2,0,Cloudy,2017-02-12
1,20,92,10,30.2,0,Light Snow,2017-02-12
2,20,92,10,30.2,0,Light Snow,2017-02-12
3,22,92,10,30.2,0,Light Snow,2017-02-12
4,24,88,13,30.2,0,Light Snow,2017-02-12
